,main_headings,sub_headings_h2,sub_headings_h3,links,image_urls,facts,definitions,explanations,codes,table_data,list_items
22,['C# OOP'],"['C# - What is OOP?', 'C# - What are Classes and Objects?', 'class', 'objects', 'class', 'objects']",[],"['https://www.w3schools.com/cs/cs_method_overloading.php', 'https://www.w3schools.com/cs/cs_classes.php', 'https://www.w3schools.com/cs/cs_classes.asp', 'https://www.w3schools.com/cs/cs_method_overloading.php', 'https://www.w3schools.com/cs/cs_classes.php']",[],"['OOP stands for Object-Oriented Programming.', 'Object-oriented programming has several advantages over procedural programming:', 'Classes and objects are the two main aspects of object-oriented programming.', 'Another example:', 'So, a class is a template for objects, and an object is an instance of a class.', 'You will learn much more about classes and objects in the next chapter.']","['Look at the following illustration to see the difference between class and objects:', 'When the individual objects are created, they inherit all the variables and methods from the class.']","['Procedural programming is about writing procedures or methods that perform operations on the data, while object-oriented programming is about creating objects that contain both data and methods.', 'Tip: The ""Don\'t Repeat Yourself"" (DRY) principle is about reducing the repetition of code. You should extract out the codes that are common for the application, and place them at a single place and reuse them instead of repeating it.']",[],[],"['OOP is faster and easier to execute|||OOP provides a clear structure for the programs|||OOP helps to keep the C# code DRY ""Don\'t Repeat Yourself"", and makes |||  the |||  code easier to maintain, modify and debug|||OOP makes it possible to create full reusable |||  applications with less code and shorter development time|||']"
23,['C# Classes and Objects'],"['Classes and Objects', 'Create a Class', 'Create an Object', 'Multiple Objects', 'Using Multiple Classes']","['Example', 'Example']","['https://www.w3schools.com/cs/cs_oop.php', 'https://www.w3schools.com/cs/cs_class_members.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_class', 'https://www.w3schools.com/cs/trycs.php?filename=demo_class_multi_obj', 'https://www.w3schools.com/cs/trycs_multi.php?filename=demo_classes&multi=demo_classes_multi', 'https://www.w3schools.com/cs/cs_oop.php', 'https://www.w3schools.com/cs/cs_class_members.php']",[],"['A Class is like an object constructor, or a ""blueprint"" for creating objects.', 'To create a class, use the class keyword:', 'Create a class named ""Car"" with a variable color:', 'Create an object called ""myObj"" and use it to print the value of color:', 'Try it Yourself »', 'You can create multiple objects of one class:', 'Create two objects of Car:', 'Try it Yourself »', 'Try it Yourself »']","['You learned from the previous chapter that C# is an object-oriented programming language.', 'When a variable is declared directly in a class, it is often referred to as afield (or attribute).', 'To create an object of Car, specify the class name, followed by the object name, and use the keyword new:', 'You will learn much more about access modifiers and classes/objects in the next chapters.']","['Everything in C# is associated with classes and objects, along with its attributes and methods. For example: in real life, a car is an object. The car has attributes, such as weight and color, and methods, such as drive and brake.', 'It is not required, but it is a good practice to start with an uppercase first letter when naming classes. Also, it is common that the name of the C# file and the class matches, as it makes our code organized. However it is not required (like in Java).', 'An object is created from a class. We have already created the class named Car, so now we can use this to create objects.', 'Note that we use the dot syntax (.) to access variables/fields inside a class (myObj.color). You will learn more about fields in the next chapter.', 'You can also create an object of a class and access it in another class. This is often used for better organization of classes (one class has all the fields and methods, while the other class holds the Main() method (code to be executed)). ', 'Did you notice the public keyword? It is called an access modifier, which specifies that the color variable/field of Car is accessible for other classes as well, such as Program.']",[],[],['prog2.cs|||prog.cs|||']
24,['C# Class Members'],"['Class Members', 'Fields', 'Object Methods', 'Use Multiple Classes']","['Example', 'Example', 'Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_classes.php', 'https://www.w3schools.com/cs/cs_constructors.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_fields', 'https://www.w3schools.com/cs/trycs.php?filename=demo_fields2', 'https://www.w3schools.com/cs/trycs.php?filename=demo_fields3', 'https://www.w3schools.com/cs/cs_methods.asp', 'https://www.w3schools.com/cs/trycs.php?filename=demo_class_methods', 'https://www.w3schools.com/cs/cs_methods.asp', 'https://www.w3schools.com/cs/trycs_multi.php?filename=demo_fields_classes&multi=demo_fields_classes_multi', 'https://www.w3schools.com/cs/cs_access_modifiers.asp', 'https://www.w3schools.com/cs/cs_constructors.asp', 'https://www.w3schools.com/cs/cs_properties.asp', 'https://www.w3schools.com/cs/cs_classes.php', 'https://www.w3schools.com/cs/cs_constructors.php']",[],"['Fields and methods inside classes are often referred to as ""Class Members"":', 'Create a Car class with three class members:two fields and one method.', 'Try it Yourself »', 'You can also leave the fields blank, and modify them when creating the object:', 'Try it Yourself »', 'This is especially useful when creating multiple objects of one class:', 'Try it Yourself »', 'Try it Yourself »', 'Try it Yourself »', 'You will learn more about Access Modifiers in a later chapter.']","['You learned from the C# Methods chapter that methods are used to perform certain actions.', 'Methods normally belongs to a class, and they define how an object of a class behaves.', 'Why did we declare the method as public, and not static, like in the examples from the C# Methods Chapter?', 'Tip: As you continue to read, you will also learn more about other class members, such as constructors and properties.']","['In the previous chapter, you learned that variables inside a class are called fields, and that you can access them by creating an object of the class, and by using the dot syntax (.).', 'The following example will create an object of the Car class, with the name myObj. Then we print the value of the fields color and maxSpeed:', 'Just like with fields, you can access methods with the dot syntax. However, note that the method must be public. And remember that we use the name of the method followed by two parantheses () and a semicolon ; to call (execute) the method:', 'The reason is simple: a static method can be accessed without creating an object of the class, while public methods can only be accessed by objects.', 'Remember from the last chapter, that we can use multiple classes for better organization (one for fields and methods, and another one for execution). This is recommended:', 'The public keyword is called an access modifier, which specifies that the fields of Car are accessible for other classes as well, such as Program.']",[],[],[]
25,['C# Constructors'],"['Constructors', 'Constructor Parameters', 'Constructors Save Time']","['Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_class_members.php', 'https://www.w3schools.com/cs/cs_access_modifiers.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_constructor', 'https://www.w3schools.com/cs/trycs.php?filename=demo_constructor_para', 'https://www.w3schools.com/cs/trycs.php?filename=demo_constructor_para2', 'https://www.w3schools.com/cs/trycs_multi.php?filename=demo_fields_classes&multi=demo_fields_classes_multi', 'https://www.w3schools.com/cs/trycs_multi.php?filename=demo_constructor_time&multi=demo_constructor_time_multi', 'https://www.w3schools.com/cs/cs_class_members.php', 'https://www.w3schools.com/cs/cs_access_modifiers.php']",[],"['Create a constructor:', 'Try it Yourself »', 'Also note that the constructor is called when the object is created.', 'Constructors can also take parameters, which is used to initialize fields.', 'Try it Yourself »', 'You can have as many parameters as you want:', 'Try it Yourself »', 'Without constructor:', 'Try it Yourself »', 'With constructor:', 'Try it Yourself »']","['Note that the constructor name must match the class name, and it cannot have a return type (like void or int). ', 'Constructors save time! Take a look at the last example on this page to really understand why.', 'Tip: Just like other methods, constructors can be overloaded by using different numbers of parameters.']","['A constructor is a special method that is used to initialize objects. The advantage of a constructor, is that it is called when an object of a class is created. It can be used to set initial values for fields:', 'All classes have constructors by default: if you do not create a class   constructor yourself, C# creates one for you. However, then you are not able   to set initial values for fields.', 'The following example adds a string modelName parameter to the constructor. Inside the constructor we set model to modelName (model=modelName). When we call the constructor, we pass a parameter to the constructor (""Mustang""), which will set the value of model to ""Mustang"":', 'When you consider the example from the previous chapter, you will notice that constructors are very useful, as they help reducing the amount of code:']",[],[],[]
26,['C# Access Modifiers'],"['Access Modifiers', 'Private Modifier', 'Public Modifier']","['Example', 'Example', 'Example', 'Why Access Modifiers?', 'Example']","['https://www.w3schools.com/cs/cs_constructors.php', 'https://www.w3schools.com/cs/cs_properties.php', 'https://www.w3schools.com/cs/cs_inheritance.asp', 'https://www.w3schools.com/cs/trycs.php?filename=demo_mod_private', 'https://www.w3schools.com/cs/trycs_multi.php?filename=demo_mod_private_error&multi=demo_mod_private_error_multi', 'https://www.w3schools.com/cs/trycs_multi.php?filename=demo_mod_public&multi=demo_mod_public_multi', 'https://www.w3schools.com/cs/cs_constructors.php', 'https://www.w3schools.com/cs/cs_properties.php']",[],"['C# has the following access modifiers:', ""There's also two combinations: protected internal and private protected."", 'For now, lets focus on public and private modifiers.', 'The output will be:', 'Try it Yourself »', 'If you try to access it outside the class, an error will occur:', 'The output will be:', 'Try it Yourself »', 'The output will be:', 'Try it Yourself »']","['By now, you are quite familiar with the public keyword that appears in many of our examples:', 'If you declare a field with a private access modifier, it can only be accessed within the same class:', 'If you declare a field with a public access modifier, it is accessible for all classes:', 'To control the visibility of class members (the security level of each individual class and class member).', ""Note: By default, all members of a class are private if you don't specify an access modifier:""]","['The public keyword is an access modifier, which is used to set the access level/visibility for classes, fields, methods and properties.', 'To achieve ""Encapsulation"" - which is the process of making sure that ""sensitive"" data is hidden from users. This is done by declaring fields as private. You will learn more about this in the next chapter.']",[],"['Modifier|||Description&&&public|||The code is accessible for all classes&&&private|||The code is only accessible within the same class&&&protected|||The code is accessible within the same class, or in a class that is |||inherited from that class. You will learn more about inheritance in a later chapter&&&internal|||The code is only accessible within its own assembly, but not from another assembly. |||You will learn more about this in a later chapter']",[]
27,['C# Properties (Get and Set)'],"['Properties and Encapsulation', 'Properties', 'Automatic Properties (Short Hand)', 'Why Encapsulation?']","['Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_access_modifiers.php', 'https://www.w3schools.com/cs/cs_inheritance.php', 'https://www.w3schools.com/cs/trycs_multi.php?filename=demo_properties&multi=demo_properties_multi', 'https://www.w3schools.com/cs/trycs_multi.php?filename=demo_properties_auto&multi=demo_properties_auto_multi', 'https://www.w3schools.com/cs/cs_access_modifiers.php', 'https://www.w3schools.com/cs/cs_inheritance.php']",[],"['The get method returns the value of the variable name.', ""If you don't fully understand it, take a look at the example below."", 'The output will be:', 'Try it Yourself »', 'Using automatic properties:', 'The output will be:', 'Try it Yourself »']","['Before we start to explain properties, you should have a basic understanding of ""Encapsulation"".', 'A property is like a combination of a variable and a method, and it has two methods: a get and a set method:', 'The set method assigns a value to thename variable. The value keyword represents the value we assign to the property.', 'Now we can use the Name property to access and update the private field of the Person class:']","['The meaning of Encapsulation, is to make sure that ""sensitive"" data is hidden from users. To achieve this, you must:declare fields/variables as privateprovide public get and set methods, through properties, to access and update the value of a private fieldPropertiesYou learned from the previous chapter that private variables can only be accessed within the same class (an outside class has no access to it). However, sometimes we need to access them - and it can be done with properties.A property is like a combination of a variable and a method, and it has two methods: a get and a set method:Exampleclass Person{  private string name; // field  public string Name   // property  {    get { return name; }   // get method    set { name = value; }  // set method  }}Example explainedThe Name property is associated with the name field. It is a good practice to use the same name for both the property and the private field, but with an uppercase first letter.The get method returns the value of the variable name.The set method assigns a value to thename variable. The value keyword represents the value we assign to the property.If you don\'t fully understand it, take a look at the example below.Now we can use the Name property to access and update the private field of the Person class:Exampleclass Person{  private string name; // field  public string Name   // property  {    get { return name; }    set { name = value; }  }}class Program{  static void Main(string[] args)  {    Person myObj = new Person();    myObj.Name = ""Liam"";    Console.WriteLine(myObj.Name);  }}The output will be:LiamTry it Yourself »Automatic Properties (Short Hand)C# also provides a way to use short-hand / automatic properties, where you do not have to define the field for the property, and you only have to write get; and set; inside the property.The following example will produce the same result as the example above. The only difference is that there is less code:ExampleUsing automatic properties:class Person{  public string Name  // property  { get; set; }}class Program{  static void Main(string[] args)  {    Person myObj = new Person();    myObj.Name = ""Liam"";    Console.WriteLine(myObj.Name);  }}The output will be:LiamTry it Yourself »Why Encapsulation?Better control of class members (reduce the possibility of yourself (or others) to mess up the code)Fields can be made read-only (if you only use the get method), or write-only (if you only use the set method)Flexible: the programmer can change one part of the code without affecting other partsIncreased security of data❮ PreviousNext ❯', 'You learned from the previous chapter that private variables can only be accessed within the same class (an outside class has no access to it). However, sometimes we need to access them - and it can be done with properties.', 'The Name property is associated with the name field. It is a good practice to use the same name for both the property and the private field, but with an uppercase first letter.', 'C# also provides a way to use short-hand / automatic properties, where you do not have to define the field for the property, and you only have to write get; and set; inside the property.', 'The following example will produce the same result as the example above. The only difference is that there is less code:']",[],[],"['declare fields/variables as private|||provide public get |||and set methods, through properties, to access and update the value of a private |||field|||Better control of class members (reduce the possibility of yourself (or others) to mess up the code)|||Fields can be made read-only (if you only use the get method), or write-only (if you only use the set method)|||Flexible: the programmer can change one part of the code without affecting other parts|||Increased security of data|||']"
28,['C# Inheritance'],"['Inheritance (Derived and Base Class)', 'The sealed Keyword']",['Example'],"['https://www.w3schools.com/cs/cs_properties.php', 'https://www.w3schools.com/cs/cs_polymorphism.php', 'https://www.w3schools.com/cs/showjava_classes3.asp?filename=demo_inheritance', 'https://www.w3schools.com/cs/cs_polymorphism.asp', 'https://www.w3schools.com/cs/cs_properties.php', 'https://www.w3schools.com/cs/cs_polymorphism.php']",[],"['To inherit from a class, use the : symbol.', 'Run example »', 'If you try to access a sealed class, C# will generate an error:', 'The error message will be something like this:']","['In the example below, the Car class (child) inherits the fields and methods from the Vehicle class (parent):', '- It is useful for code reusability: reuse fields and methods of an existing class when you create a new class.', 'Tip: Also take a look at the next chapter, Polymorphism, which uses inherited methods to perform different tasks.', ""If you don't want other classes to inherit from a class, use the sealed keyword:""]","['In C#, it is possible to inherit fields and methods from one class to another. We group the ""inheritance concept"" into two categories:']",[],[],['Derived Class (child) - the class that inherits from another class|||Base Class (parent) - the class being inherited from|||']
29,['C# Polymorphism'],['Polymorphism and Overriding Methods'],"['Example', 'Example', 'Not The Output I Was Looking For', 'Example']","['https://www.w3schools.com/cs/cs_inheritance.php', 'https://www.w3schools.com/cs/cs_abstract.php', 'https://www.w3schools.com/cs/cs_inheritance.asp', 'https://www.w3schools.com/cs/cs_inheritance.asp', 'https://www.w3schools.com/cs/trycs.php?filename=demo_polymorphism', 'https://www.w3schools.com/cs/trycs.php?filename=demo_polymorphism2', 'https://www.w3schools.com/cs/cs_inheritance.php', 'https://www.w3schools.com/cs/cs_abstract.php']",[],"['The output will be:', 'Try it Yourself »', 'The output will be:', 'Try it Yourself »']","['Polymorphism means ""many forms"", and it occurs when we have many classes that are related to each other by inheritance.', 'Remember from the Inheritance chapter that we use the : symbol to inherit from a class.', 'Now we can create Pig and Dog objects and call the animalSound() method on both of them:', '- It is useful for code reusability: reuse fields and methods of an existing class when you create a new class.']","['Like we specified in the previous chapter; Inheritance lets us inherit fields and methods from another class. Polymorphism uses those methods to perform different tasks. This allows us to perform a single action in different ways.', 'For example, think of a base class called Animal that has a method called animalSound(). Derived classes of Animals could be Pigs, Cats, Dogs, Birds - And they also have their own implementation of an animal sound (the pig oinks, and the cat meows, etc.):', 'The output from the example above was probably not what you expected. That is because the base class method overrides the derived class method, when they share the same name.', 'However, C# provides an option to override the base class method, by adding the virtual keyword to the method inside the base class, and by using the override keyword for each derived class methods:']",[],[],[]
30,['C# Abstraction'],['Abstract Classes and Methods'],['Example'],"['https://www.w3schools.com/cs/cs_polymorphism.php', 'https://www.w3schools.com/cs/cs_interface.php', 'https://www.w3schools.com/cs/cs_interface.asp', 'https://www.w3schools.com/cs/cs_polymorphism.asp', 'https://www.w3schools.com/cs/cs_inheritance.asp', 'https://www.w3schools.com/cs/trycs.php?filename=demo_abstract', 'https://www.w3schools.com/cs/cs_interface.asp', 'https://www.w3schools.com/cs/cs_polymorphism.php', 'https://www.w3schools.com/cs/cs_interface.php']",[],"['An abstract class can have both abstract and regular methods:', 'Try it Yourself »']","['From the example above, it is not possible to create an object of the Animal class:', 'To achieve security - hide certain details and only show the important details of an object.', 'Note: Abstraction can also be achieved with Interfaces, which you will learn more about in the next chapter.']","['Data abstraction is the process of hiding certain details and showing only essential information to the user.Abstraction can be achieved with either abstract classes or interfaces (which you will learn more about in the next chapter).', 'The abstract keyword is used for classes and methods:Abstract class: is a restricted class that cannot be used to create objects (to access it, it must be inherited from another class).Abstract method: can only be used in an abstract class, and it does not have a body. The body is provided by the derived class (inherited from).An abstract class can have both abstract and regular methods:abstract class Animal {\xa0 public abstract void animalSound();\xa0 public void sleep()   {\xa0\xa0\xa0 Console.WriteLine(""Zzz"");\xa0 }}From the example above, it is not possible to create an object of the Animal class:Animal myObj = new Animal(); // Will generate an error (Cannot create an instance of the abstract class or interface \'Animal\')To access the abstract class, it must be inherited from another class. Let\'s convert the Animal class we used in the Polymorphism chapter to an abstract class.Remember from the Inheritance chapter that we use the : symbol to inherit from a class, and that we use the override keyword to override the base class method.Example// Abstract classabstract class Animal{  // Abstract method (does not have a body)  public abstract void animalSound();  // Regular method  public void sleep()  {    Console.WriteLine(""Zzz"");  }}// Derived class (inherit from Animal)class Pig : Animal{  public override void animalSound()  {    // The body of animalSound() is provided here    Console.WriteLine(""The pig says: wee wee"");  }}class Program{  static void Main(string[] args)  {    Pig myPig = new Pig(); // Create a Pig object    myPig.animalSound();  // Call the abstract method    myPig.sleep();  // Call the regular method  }}Try it Yourself »Why And When To Use Abstract Classes and Methods?To achieve security - hide certain details and only show the important details of an object.Note: Abstraction can also be achieved with Interfaces, which you will learn more about in the next chapter.❮ PreviousNext ❯', ""To access the abstract class, it must be inherited from another class. Let's convert the Animal class we used in the Polymorphism chapter to an abstract class."", 'Remember from the Inheritance chapter that we use the : symbol to inherit from a class, and that we use the override keyword to override the base class method.']",[],[],"['bstract class: is a restricted class that cannot be used to create objects (to access it, it must be inherited from another class).|||Abstract method: can only be used in an abstract class, and it does not have a body. The body is provided by the |||derived class (inherited from).|||']"
31,['C# Interface'],"['Interfaces', 'Multiple Interfaces ']","['Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_abstract.php', 'https://www.w3schools.com/cs/cs_enums.php', 'https://www.w3schools.com/cs/cs_abstract.asp', 'https://www.w3schools.com/cs/trycs.php?filename=demo_interface', 'https://www.w3schools.com/cs/trycs.php?filename=demo_interface_multiple', 'https://www.w3schools.com/cs/cs_abstract.php', 'https://www.w3schools.com/cs/cs_enums.php']",[],"['Another way to achieve abstraction in C#, is with interfaces.', 'By default, members of an interface are abstract and public.', 'Note: Interfaces can contain properties and methods, but   not fields.', 'Try it Yourself »', 'To implement multiple interfaces, separate them with a comma:', 'Try it Yourself »']",['1) To achieve security - hide certain details and only show the important details of an object (interface).'],"['An interface is a completely ""abstract class"", which can only contain abstract methods and properties (with empty bodies):', 'It is considered good practice to start with the letter ""I"" at the beginning of an interface, as it makes it easier for yourself and others to remember that it is an interface and not a class.', 'To access the interface methods, the interface must be ""implemented"" (kinda like inherited) by another class. To implement an interface, use the : symbol (just like with inheritance). The body of the interface method is provided by the ""implement"" class. Note that you do not have to use the override keyword when implementing an interface:', '2) C# does not support ""multiple inheritance"" (a class can only inherit from one   base class). However, it can be achieved   with interfaces, because the class can implement multiple interfaces.  Note: To implement multiple interfaces, separate them with a comma (see example below).']",[],[],"['Like abstract classes, interfaces cannot be used to create objects (in the example above, |||it is not possible to create an ""IAnimal"" object in the Program class)|||Interface methods do not have a body - the |||body is provided by the ""implement"" class|||On implementation of an interface, you must override all of its methods|||Interfaces can contain properties and methods, but not |||  fields/variables|||Interface members are by default abstract and |||  public|||An interface cannot contain a constructor (as it cannot be used to create objects)|||']"
32,['C# Enum'],"['C# Enums', 'Enum inside a Class', 'Enum Values', 'Enum in a Switch Statement']","['Example', 'Example', 'Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_interface.php', 'https://www.w3schools.com/cs/cs_files.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_enums', 'https://www.w3schools.com/cs/trycs.php?filename=demo_enums_class', 'https://www.w3schools.com/cs/cs_type_casting.asp', 'https://www.w3schools.com/cs/trycs.php?filename=demo_enums_months', 'https://www.w3schools.com/cs/trycs.php?filename=demo_enums_months_assign', 'https://www.w3schools.com/cs/trycs.php?filename=demo_enums_switch', 'https://www.w3schools.com/cs/cs_interface.php', 'https://www.w3schools.com/cs/cs_files.php']",[],"['You can access enum items with the dot syntax:', 'Enum is short for ""enumerations"", which means ""specifically listed"".', 'You can also have an enum inside a class:', 'The output will be:', 'The output will be:', 'The output will be:', 'Enums are often used in switch statements to check for corresponding values:', 'The output will be:']","['An enum is a special ""class"" that represents a group of constants (unchangeable/read-only variables).', 'To create an enum, use the enum keyword (instead of class or interface), and separate the enum items with a comma:', 'By default, the first item of an enum has the value 0. The second has the value 1, and so on.', 'To get the integer value from an item, you must explicitly convert the item to an int:', 'You can also assign your own enum values, and the next items will update the number accordingly:', ""Use enums when you have values that you know aren't going to change, like month days, days, colors, deck of cards, etc.""]",[],[],[],[]
33,['C# Files'],"['Working With Files', 'Write To a File and Read It']","['Example', 'Example']","['https://www.w3schools.com/cs/cs_enums.php', 'https://www.w3schools.com/cs/cs_exceptions.php', 'https://docs.microsoft.com/en-us/dotnet/api/system.io.file?view=netframework-4.8', 'https://www.w3schools.com/cs/showjava.asp?filename=demo_files', 'https://www.w3schools.com/cs/cs_enums.php', 'https://www.w3schools.com/cs/cs_exceptions.php']",[],"['The File class from the System.IO namespace, allows us to work with files:', 'For a full list of File methods, go to Microsoft .Net File Class Reference.', 'The output will be:']",['The File class has many useful methods for creating and getting information about files. For example:'],"['In the following example, we use the WriteAllText() method to create a file named ""filename.txt"" and write some content to it. Then we use the ReadAllText() method to read the contents of the file:']",[],"['Method|||Description&&&AppendText()|||Appends text at the end of an existing file&&&Copy()|||Copies a file&&&Create()|||Creates or overwrites a file&&&Delete()|||Deletes a file&&&Exists()|||Tests whether the file exists&&&ReadAllText()|||Reads the contents of a file&&&Replace()|||Replaces the contents of a file with the contents of another file&&&WriteAllText()|||Creates a new file and writes the contents to it. If the file already exists, it will be overwritten.']",[]
34,['C# Exceptions - Try..Catch'],"['C# Exceptions', 'C# try and catch', 'Finally', 'The throw keyword']","['Syntax', 'Example', 'Example', 'Example', 'Example', 'Example']","['https://www.w3schools.com/cs/cs_files.php', 'https://www.w3schools.com/cs/cs_howto_add_two_numbers.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_try_catch_message', 'https://www.w3schools.com/cs/trycs.php?filename=demo_try_catch', 'https://www.w3schools.com/cs/trycs.php?filename=demo_try_catch_finally', 'https://www.w3schools.com/cs/trycs.php?filename=demo_throw', 'https://www.w3schools.com/cs/cs_files.php', 'https://www.w3schools.com/cs/cs_howto_add_two_numbers.php']",[],"['The try and catch keywords come in pairs:', 'Consider the following example, where we create an array of three integers:', 'This will generate an error, because myNumbers[10] does not exist.', 'The error message will be something like this:', 'The output will be:', 'You can also output your own error message:', 'The output will be:', 'The output will be:', 'The throw statement allows you to create a custom error.', 'The error message displayed in the program will be:', 'If age was 20, you would not get an exception:', 'The output will be:']","['The try statement allows you to define a block of code to be tested for errors while it is being executed.', 'The catch statement allows you to define a block of code to be executed, if an error occurs in the try block.', 'If an error occurs, we can use try...catch to catch the error and execute some code to handle it.', 'The finally statement lets you execute code, after try...catch, regardless of the result:']","['When executing C# code, different errors can occur: coding errors made by the programmer, errors due to wrong input, or other unforeseeable things.', 'When an error occurs, C# will normally stop and generate an error message. The technical term for this is: C# will throw an exception (throw an error).', 'In the following example, we use the variable inside the catch block (e) together with the built-in Message property, which outputs a message that describes the exception:', 'The throw statement is used together with an exception class. There are many exception classes available in C#: ArithmeticException, FileNotFoundException, IndexOutOfRangeException, TimeOutException, etc:']",[],[],[]
35,['C# How To Add Two Numbers'],['Add Two Numbers'],['Example'],"['https://www.w3schools.com/cs/cs_exceptions.php', 'https://www.w3schools.com/cs/cs_examples.php', 'https://www.w3schools.com/cs/trycs.php?filename=demo_howto_add_two_numbers', 'https://www.w3schools.com/cs/cs_exceptions.php', 'https://www.w3schools.com/cs/cs_examples.php']",[],"['Learn how to add two numbers in C#:', 'Try it Yourself »']",[],[],[],[],[]
