,main_headings,sub_headings_h2,sub_headings_h3,links,image_urls,facts,definitions,explanations,codes,table_data,list_items
20,['Go Slices'],"['Go Slices', 'Create a Slice With []datatype{values}', 'Create a Slice From an Array', 'Create a Slice With The make() Function']","['Syntax', 'Example', 'Syntax', 'Example', 'Syntax', 'Example']","['https://www.w3schools.com/go/go_arrays.php', 'https://www.w3schools.com/go/go_slices_modify.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_slices1', 'https://www.w3schools.com/go/trygo.php?filename=demo_slices2', 'https://www.w3schools.com/go/trygo.php?filename=demo_slices3', 'https://www.w3schools.com/go/go_arrays.php', 'https://www.w3schools.com/go/go_slices_modify.php']",[],"['Slices are similar to arrays, but are more powerful and flexible.', 'In Go, there are several ways to create a slice:', 'A common way of declaring a slice is like this:', 'The code above declares an empty slice of 0 length and 0 capacity.', 'To initialize the slice during declaration, use this:', 'This example shows how to create slices using the []datatype{values} format:', 'You can create a slice by slicing an array:', 'This example shows how to create a slice from an array:', 'If myslice started from element 0, the slice capacity would be 6.', 'The make() function can also be used to create a slice.', 'Note: If the capacity parameter is not defined, it will be equal to   length.', 'This example shows how to create slices using the make()   function:']","['Like arrays, slices are also used to store multiple values of the same type in a single variable.', 'However, unlike arrays, the length of a slice can grow and shrink as you see fit.', 'The code above declares a slice of integers of length 3 and also the capacity of 3.', 'In Go, there are two functions that can be used to return the length and capacity of a slice:', 'In the example above myslice is a slice with length 2. It is made from arr1 which is an array with length 6.']","['In the example above, we see that in the first slice (myslice1), the actual elements are not specified, so both the length and capacity of the slice will be zero. In the second slice (myslice2), the elements are specified, and both length and capacity is equal to the number of actual elements specified.', 'The slice starts from the second element of the array which has value 12. The slice can grow to the end of the array. This means that the capacity of the slice is 4.If myslice started from element 0, the slice capacity would be 6.Create a Slice With The make() FunctionThe make() function can also be used to create a slice.Syntaxslice_name := make([]type, length, capacity)Note: If the capacity parameter is not defined, it will be equal to   length.ExampleThis example shows how to create slices using the make()   function:    package main    import (""fmt"")    func main() {    \xa0 myslice1 := make([]int, 5, 10)\xa0 fmt.Printf(""myslice1 = %v\\n"", myslice1)\xa0 fmt.Printf(""length =     %d\\n"", len(myslice1))\xa0 fmt.Printf(""capacity = %d\\n"", cap(myslice1))\xa0 // with omitted capacity \xa0 myslice2 := make([]int, 5)\xa0 fmt.Printf(""myslice2 = %v\\n"", myslice2)\xa0 fmt.Printf(""length =     %d\\n"", len(myslice2))\xa0 fmt.Printf(""capacity = %d\\n"", cap(myslice2))}  Result:    myslice1 = [0 0 0 0 0]length = 5capacity = 10myslice2 = [0 0 0 0     0]length = 5capacity = 5Try it Yourself »❮ PreviousNext ❯']","['\nslice_name := []datatype{values}', '\nmyslice := []int\n', '\nmyslice := []int{1,2,3}', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0 myslice1 := []int{}\xa0 fmt.Println(len(myslice1))\xa0 \n    fmt.Println(cap(myslice1))\xa0 fmt.Println(myslice1)\xa0 \n    myslice2 := []string{""Go"", ""Slices"", ""Are"", ""Powerful""}\xa0 \n    fmt.Println(len(myslice2))\xa0 fmt.Println(cap(myslice2))\xa0 \n    fmt.Println(myslice2)\n\n    }\n  ', '\n        var myarray = [length]datatype{values} // An array\n        myslice := myarray[start:end] // A slice made from the array\n', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0arr1 := [6]int{10, 11, 12, 13, 14,15}\n    \xa0\xa0myslice := arr1[2:4]\n\n    \xa0 fmt.Printf(""myslice = %v\\n"", myslice)\xa0 fmt.Printf(""length = \n    %d\\n"", len(myslice))\xa0 fmt.Printf(""capacity = %d\\n"", cap(myslice))\n    }\n  ', '\nslice_name := make([]type, length, capacity)\n', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0 myslice1 := make([]int, 5, 10)\xa0 fmt.Printf(""myslice1 = %v\\n"", myslice1)\xa0 fmt.Printf(""length = \n    %d\\n"", len(myslice1))\xa0 fmt.Printf(""capacity = %d\\n"", cap(myslice1))\n\xa0 // with omitted capacity \xa0 myslice2 := make([]int, 5)\xa0 fmt.Printf(""myslice2 = %v\\n"", myslice2)\xa0 fmt.Printf(""length = \n    %d\\n"", len(myslice2))\xa0 fmt.Printf(""capacity = %d\\n"", cap(myslice2))}\n  ']",[],['Using the []datatype{values} format|||Create a slice from an array|||Using the make() function|||len() function - returns the length |||  of the slice (the number of elements in the slice)|||cap() function - returns the capacity of |||  the slice (the number of elements the slice can grow |||  or shrink to)|||']
21,['Go Slices'],"['Go Slices', 'Create a Slice With []datatype{values}', 'Create a Slice From an Array', 'Create a Slice With The make() Function']","['Syntax', 'Example', 'Syntax', 'Example', 'Syntax', 'Example']","['https://www.w3schools.com/go/go_arrays.php', 'https://www.w3schools.com/go/go_slices_modify.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_slices1', 'https://www.w3schools.com/go/trygo.php?filename=demo_slices2', 'https://www.w3schools.com/go/trygo.php?filename=demo_slices3', 'https://www.w3schools.com/go/go_arrays.php', 'https://www.w3schools.com/go/go_slices_modify.php']",[],"['Slices are similar to arrays, but are more powerful and flexible.', 'In Go, there are several ways to create a slice:', 'A common way of declaring a slice is like this:', 'The code above declares an empty slice of 0 length and 0 capacity.', 'To initialize the slice during declaration, use this:', 'This example shows how to create slices using the []datatype{values} format:', 'You can create a slice by slicing an array:', 'This example shows how to create a slice from an array:', 'If myslice started from element 0, the slice capacity would be 6.', 'The make() function can also be used to create a slice.', 'Note: If the capacity parameter is not defined, it will be equal to   length.', 'This example shows how to create slices using the make()   function:']","['Like arrays, slices are also used to store multiple values of the same type in a single variable.', 'However, unlike arrays, the length of a slice can grow and shrink as you see fit.', 'The code above declares a slice of integers of length 3 and also the capacity of 3.', 'In Go, there are two functions that can be used to return the length and capacity of a slice:', 'In the example above myslice is a slice with length 2. It is made from arr1 which is an array with length 6.']","['In the example above, we see that in the first slice (myslice1), the actual elements are not specified, so both the length and capacity of the slice will be zero. In the second slice (myslice2), the elements are specified, and both length and capacity is equal to the number of actual elements specified.', 'The slice starts from the second element of the array which has value 12. The slice can grow to the end of the array. This means that the capacity of the slice is 4.If myslice started from element 0, the slice capacity would be 6.Create a Slice With The make() FunctionThe make() function can also be used to create a slice.Syntaxslice_name := make([]type, length, capacity)Note: If the capacity parameter is not defined, it will be equal to   length.ExampleThis example shows how to create slices using the make()   function:    package main    import (""fmt"")    func main() {    \xa0 myslice1 := make([]int, 5, 10)\xa0 fmt.Printf(""myslice1 = %v\\n"", myslice1)\xa0 fmt.Printf(""length =     %d\\n"", len(myslice1))\xa0 fmt.Printf(""capacity = %d\\n"", cap(myslice1))\xa0 // with omitted capacity \xa0 myslice2 := make([]int, 5)\xa0 fmt.Printf(""myslice2 = %v\\n"", myslice2)\xa0 fmt.Printf(""length =     %d\\n"", len(myslice2))\xa0 fmt.Printf(""capacity = %d\\n"", cap(myslice2))}  Result:    myslice1 = [0 0 0 0 0]length = 5capacity = 10myslice2 = [0 0 0 0     0]length = 5capacity = 5Try it Yourself »❮ PreviousNext ❯']","['\nslice_name := []datatype{values}', '\nmyslice := []int\n', '\nmyslice := []int{1,2,3}', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0 myslice1 := []int{}\xa0 fmt.Println(len(myslice1))\xa0 \n    fmt.Println(cap(myslice1))\xa0 fmt.Println(myslice1)\xa0 \n    myslice2 := []string{""Go"", ""Slices"", ""Are"", ""Powerful""}\xa0 \n    fmt.Println(len(myslice2))\xa0 fmt.Println(cap(myslice2))\xa0 \n    fmt.Println(myslice2)\n\n    }\n  ', '\n        var myarray = [length]datatype{values} // An array\n        myslice := myarray[start:end] // A slice made from the array\n', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0arr1 := [6]int{10, 11, 12, 13, 14,15}\n    \xa0\xa0myslice := arr1[2:4]\n\n    \xa0 fmt.Printf(""myslice = %v\\n"", myslice)\xa0 fmt.Printf(""length = \n    %d\\n"", len(myslice))\xa0 fmt.Printf(""capacity = %d\\n"", cap(myslice))\n    }\n  ', '\nslice_name := make([]type, length, capacity)\n', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0 myslice1 := make([]int, 5, 10)\xa0 fmt.Printf(""myslice1 = %v\\n"", myslice1)\xa0 fmt.Printf(""length = \n    %d\\n"", len(myslice1))\xa0 fmt.Printf(""capacity = %d\\n"", cap(myslice1))\n\xa0 // with omitted capacity \xa0 myslice2 := make([]int, 5)\xa0 fmt.Printf(""myslice2 = %v\\n"", myslice2)\xa0 fmt.Printf(""length = \n    %d\\n"", len(myslice2))\xa0 fmt.Printf(""capacity = %d\\n"", cap(myslice2))}\n  ']",[],['Using the []datatype{values} format|||Create a slice from an array|||Using the make() function|||len() function - returns the length |||  of the slice (the number of elements in the slice)|||cap() function - returns the capacity of |||  the slice (the number of elements the slice can grow |||  or shrink to)|||']
22,"['Go Access, Change, Append and Copy Slices']","['Access Elements of a Slice', 'Change Elements of a Slice', 'Append Elements To a Slice', 'Append One Slice To Another Slice', 'Change The Length of a Slice', 'Memory Efficiency']","['Example', 'Example', 'Syntax', 'Example', 'Syntax', 'Example', 'Example', 'Syntax', 'Example']","['https://www.w3schools.com/go/go_slices.php', 'https://www.w3schools.com/go/go_operators.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_slices4', 'https://www.w3schools.com/go/trygo.php?filename=demo_slices4_2', 'https://www.w3schools.com/go/trygo.php?filename=demo_slices5', 'https://www.w3schools.com/go/trygo.php?filename=demo_slices6', 'https://www.w3schools.com/go/trygo.php?filename=demo_slices7', 'https://www.w3schools.com/go/trygo.php?filename=demo_slices8', 'https://www.w3schools.com/go/go_slices.php', 'https://www.w3schools.com/go/go_operators.php']",[],"['You can access a specific slice element by referring to the index number.', 'You can also change a specific slice element by referring to the index number.', 'This example shows how to change the third element in the prices slice:', 'You can append elements to the end of a slice using the append()function:', 'This example shows how to append elements to the end of a slice:', 'This example shows how to append one slice to another slice:', 'Unlike arrays, it is possible to change the length of a slice.', 'This example shows how to change the length of a slice:', '\xa0When using slices, Go loads all the underlying elements into the memory.', 'This example shows how to use the copy() function:']","['In Go, indexes start at 0. That means that [0] is the first element, [1] is the second element, etc.', 'This example shows how to access the first and third elements in the prices slice:', 'To append all the elements of one slice to another slice, use the append()function:', ""Note: The '...' after slice2 is necessary   when appending the elements of one slice to another."", 'If the array is large and you need only a few elements, it is better to copy those elements using the copy() function.']","['The copy() function creates a new underlying array with only the required elements for the slice. This will reduce the memory used for the program.\xa0', 'The copy() function takes in two slices dest and src, and copies data from src to dest. It returns the number of elements copied.', 'The capacity of the new slice is now less than the capacity of the original slice because the new underlying array is smaller.']","['\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0prices := []int{10,20,30}\n\n    \xa0\xa0fmt.Println(prices[0])\n    \xa0\xa0fmt.Println(prices[2])\n    }\n  ', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0prices := []int{10,20,30}\n    \xa0 prices[2] = 50\n    \xa0\xa0fmt.Println(prices[0])\n    \xa0\xa0fmt.Println(prices[2])\n    }\n  ', '\nslice_name = append(slice_name, element1, element2, ...)\n', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0 myslice1 := []int{1, 2, 3, 4, 5, 6}\xa0 fmt.Printf(""myslice1 = \n    %v\\n"", myslice1)\xa0 fmt.Printf(""length = %d\\n"", len(myslice1))\xa0 \n    fmt.Printf(""capacity = %d\\n"", cap(myslice1))\xa0 myslice1 = \n    append(myslice1, 20, 21)\xa0 fmt.Printf(""myslice1 = %v\\n"", myslice1)\xa0 \n    fmt.Printf(""length = %d\\n"", len(myslice1))\xa0 fmt.Printf(""capacity = \n    %d\\n"", cap(myslice1))}\n  ', '\nslice3 = append(slice1, slice2...)\n', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0myslice1 := []int{1,2,3}\n    \xa0\xa0myslice2 := []int{4,5,6}\n    \xa0 myslice3 := append(myslice1, myslice2...)\xa0 fmt.Printf(""myslice3=%v\\n"", \n    myslice3)\xa0 fmt.Printf(""length=%d\\n"", len(myslice3))\xa0 \n    fmt.Printf(""capacity=%d\\n"", cap(myslice3))\n    }\n  ', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0 arr1 := [6]int{9, 10, 11, 12, 13, 14} // An array\xa0 myslice1 \n    := arr1[1:5] // Slice array\xa0 fmt.Printf(""myslice1 = %v\\n"", \n    myslice1)\xa0 fmt.Printf(""length = %d\\n"", len(myslice1))\xa0 \n    fmt.Printf(""capacity = %d\\n"", cap(myslice1))\xa0 myslice1 = \n    arr1[1:3] // Change length by re-slicing the array\xa0 fmt.Printf(""myslice1 \n    = %v\\n"", myslice1)\xa0 fmt.Printf(""length = %d\\n"", len(myslice1))\xa0 \n    fmt.Printf(""capacity = %d\\n"", cap(myslice1))\xa0 myslice1 = \n    append(myslice1, 20, 21, 22, 23) // Change length by appending items\xa0 \n    fmt.Printf(""myslice1 = %v\\n"", myslice1)\xa0 fmt.Printf(""length = \n    %d\\n"", len(myslice1))\xa0 fmt.Printf(""capacity = %d\\n"", cap(myslice1))\n    }\n  ', '\n        copy(dest, src)', '\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0 numbers := []int{1,2,3,4,5,6,7,8,9,10,11,12,13,14,15}\xa0 \n    // Original slice\xa0 fmt.Printf(""numbers = %v\\n"", numbers)\xa0 \n    fmt.Printf(""length = %d\\n"", len(numbers))\xa0 fmt.Printf(""capacity = \n    %d\\n"", cap(numbers))\xa0 // Create copy with only needed numbers\xa0 \n    neededNumbers := numbers[:len(numbers)-10]\xa0 numbersCopy := make([]int, \n    len(neededNumbers))\xa0 copy(numbersCopy, neededNumbers) \xa0 \n    fmt.Printf(""numbersCopy = %v\\n"", numbersCopy)\xa0 fmt.Printf(""length = \n    %d\\n"", len(numbersCopy))\xa0 fmt.Printf(""capacity = %d\\n"", cap(numbersCopy))}\n  ']",[],[]
23,['Go Operators'],['Go Operators'],"['Example', 'Example']","['https://www.w3schools.com/go/go_slices_modify.php', 'https://www.w3schools.com/go/go_arithmetic_operators.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper2', 'https://www.w3schools.com/go/go_arithmetic_operators.php', 'https://www.w3schools.com/go/go_assignment_operators.php', 'https://www.w3schools.com/go/go_comparison_operators.php', 'https://www.w3schools.com/go/go_logical_operators.php', 'https://www.w3schools.com/go/go_bitwise_operators.php', 'https://www.w3schools.com/go/go_slices_modify.php', 'https://www.w3schools.com/go/go_arithmetic_operators.php']",[],"['Operators are used to perform operations on variables and values.', 'The + operator adds together two values, like in the example below:', 'Go divides the operators into the following groups:']",[],"['Although the + operator is often used to add together two values, it can also be used to add together a variable and a value, or a variable and another variable:']","['\n    package main\n    import (""fmt"")\nfunc main() {\n      \xa0\xa0var a = 15 + 25\n      \xa0\xa0fmt.Println(a)\n    }\n  ', '\n    package main\n    import (""fmt"")\nfunc main() {\n      \xa0\xa0var (\n      \xa0\xa0\xa0\xa0sum1 = 100 + 50    // 150 (100 + 50)\n      \xa0\xa0\xa0\xa0sum2 = sum1 + 250  // 400 (150 + 250)\n      \xa0\xa0\xa0\xa0sum3 = sum2 + sum2 // 800 (400 + 400)\n      \xa0\xa0)\n      \xa0\xa0fmt.Println(sum3)\n    }\n  ']",[],['Arithmetic operators|||Assignment operators|||Comparison operators|||Logical operators|||Bitwise operators|||']
24,['Go Operators'],['Go Operators'],"['Example', 'Example']","['https://www.w3schools.com/go/go_slices_modify.php', 'https://www.w3schools.com/go/go_arithmetic_operators.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper2', 'https://www.w3schools.com/go/go_arithmetic_operators.php', 'https://www.w3schools.com/go/go_assignment_operators.php', 'https://www.w3schools.com/go/go_comparison_operators.php', 'https://www.w3schools.com/go/go_logical_operators.php', 'https://www.w3schools.com/go/go_bitwise_operators.php', 'https://www.w3schools.com/go/go_slices_modify.php', 'https://www.w3schools.com/go/go_arithmetic_operators.php']",[],"['Operators are used to perform operations on variables and values.', 'The + operator adds together two values, like in the example below:', 'Go divides the operators into the following groups:']",[],"['Although the + operator is often used to add together two values, it can also be used to add together a variable and a value, or a variable and another variable:']","['\n    package main\n    import (""fmt"")\nfunc main() {\n      \xa0\xa0var a = 15 + 25\n      \xa0\xa0fmt.Println(a)\n    }\n  ', '\n    package main\n    import (""fmt"")\nfunc main() {\n      \xa0\xa0var (\n      \xa0\xa0\xa0\xa0sum1 = 100 + 50    // 150 (100 + 50)\n      \xa0\xa0\xa0\xa0sum2 = sum1 + 250  // 400 (150 + 250)\n      \xa0\xa0\xa0\xa0sum3 = sum2 + sum2 // 800 (400 + 400)\n      \xa0\xa0)\n      \xa0\xa0fmt.Println(sum3)\n    }\n  ']",[],['Arithmetic operators|||Assignment operators|||Comparison operators|||Logical operators|||Bitwise operators|||']
25,['Go Arithmetic Operators'],"['Arithmetic Operators', 'Go Exercises', 'Test Yourself With Exercises', 'Exercise:']",[],"['https://www.w3schools.com/go/go_operators.php', 'https://www.w3schools.com/go/go_assignment_operators.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_add', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_sub', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_mult', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_div', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_mod', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_inc', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_dec', 'https://www.w3schools.com/go/exercise.php?filename=exercise_operators1', 'https://www.w3schools.com/go/go_operators.php', 'https://www.w3schools.com/go/go_assignment_operators.php']",[],"['Arithmetic operators are used to perform common mathematical operations.', 'Multiply 10 with 5, and print the result.', 'Start the Exercise']",[],[],[],['Operator|||Name|||Description|||Example|||Try it&&&+|||Addition|||Adds together two values|||x + y|||Try it »&&&-|||Subtraction|||Subtracts one value from another|||x - y|||Try it »&&&*|||Multiplication|||Multiplies two values|||x * y|||Try it »&&&/|||Division|||Divides one value by another|||x / y|||Try it »&&&%|||Modulus|||Returns the division remainder|||x % y|||Try it »&&&++|||Increment|||Increases the value of a variable by 1|||x++|||Try it »&&&--|||Decrement|||Decreases the value of a variable by 1|||x--|||Try it »'],[]
26,['Go Assignment Operators'],['Assignment Operators'],"['Example', 'Example']","['https://www.w3schools.com/go/go_arithmetic_operators.php', 'https://www.w3schools.com/go/go_comparison_operators.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_assignment1', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_assignment2', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_ass1', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_ass2', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_ass3', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_ass4', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_ass5', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_ass6', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_ass7', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_ass8', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_ass9', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_ass10', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_ass11', 'https://www.w3schools.com/go/go_arithmetic_operators.php', 'https://www.w3schools.com/go/go_comparison_operators.php']",[],"['Assignment operators are used to assign values to variables.', 'The addition assignment operator (+=) adds a value to a variable:', 'A list of all assignment operators:']","['In the example below, we use the assignment operator (=) to assign the value 10 to a variable called x:']",[],"['\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0var x = 10\n    \xa0\xa0fmt.Println(x)\n   }\n  ', '\n    package main\n    import (""fmt"")\nfunc main() {\n    \xa0\xa0var x = 10\n    \xa0\xa0x +=5\n    \xa0\xa0fmt.Println(x)\n   }\n  ']",['Operator|||Example|||Same As|||Try it&&&=|||x = 5|||x = 5|||Try it »&&&+=|||x += 3|||x = x + 3|||Try it »&&&-=|||x -= 3|||x = x - 3|||Try it »&&&*=|||x *= 3|||x = x * 3|||Try it »&&&/=|||x /= 3|||x = x / 3|||Try it »&&&%=|||x %= 3|||x = x % 3|||Try it »&&&&=|||x &= 3|||x = x & 3|||Try it »&&&|=|||x |= 3|||x = x | 3|||Try it »&&&^=|||x ^= 3|||x = x ^ 3|||Try it »&&&>>=|||x >>= 3|||x = x >> 3|||Try it »&&&<<=|||x <<= 3|||x = x << 3|||Try it »'],[]
27,['Go Comparison Operators'],['Comparison Operators'],['Example'],"['https://www.w3schools.com/go/go_assignment_operators.php', 'https://www.w3schools.com/go/go_logical_operators.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_assignment3', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_compare1', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_compare2', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_compare3', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_compare4', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_compare5', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_compare6', 'https://www.w3schools.com/go/go_conditions.php', 'https://www.w3schools.com/go/go_assignment_operators.php', 'https://www.w3schools.com/go/go_logical_operators.php']",[],"['Comparison operators are used to compare two values.', 'Note: The return value of a comparison is either true (1) or false (0).', 'A list of all comparison operators:']","['In the following example, we use the greater than operator (>) to find out if 5 is greater than 3:', 'You will learn more about comparison operators and how to use them in the Go Conditions chapter.']",[],"['\n    package main\n    import (""fmt"")\n    func main() {\n    \xa0\xa0var x = 5\n    \xa0\xa0var y = 3\n    \xa0\xa0fmt.Println(x>y) // returns 1 (true) because 5 is greater than 3\n   }\n  ']",['Operator|||Name|||Example|||Try it&&&==|||Equal to|||x == y|||Try it »&&&!=|||Not equal|||x != y|||Try it »&&&>|||Greater than|||x > y|||Try it »&&&<|||Less than|||x < y|||Try it »&&&>=|||Greater than or equal to|||x >= y|||Try it »&&&<=|||Less than or equal to|||x <= y|||Try it »'],[]
28,['Go Logical Operators'],['Logical Operators'],[],"['https://www.w3schools.com/go/go_comparison_operators.php', 'https://www.w3schools.com/go/go_bitwise_operators.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_logical1', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_logical2', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_logical3', 'https://www.w3schools.com/go/go_comparison_operators.php', 'https://www.w3schools.com/go/go_bitwise_operators.php']",[],['Logical operators are used to determine the logic between variables or values:'],[],[],[],"['Operator|||Name|||Description|||Example|||Try it&&&&&\xa0|||Logical and|||Returns true if both statements are true|||x < 5 &&\xa0 x < 10|||Try it »&&&||\xa0|||Logical or|||Returns true if one of the statements is true|||x < 5 || x < 4|||Try it »&&&!|||Logical not|||Reverse the result, returns false if the result is true|||!(x < 5 && x < 10)|||Try it »']",[]
29,['Go Bitwise Operators'],['Bitwise Operators'],[],"['https://www.w3schools.com/go/go_logical_operators.php', 'https://www.w3schools.com/go/go_conditions.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_bitwise1', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_bitwise2', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_bitwise3', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_bitwise4', 'https://www.w3schools.com/go/trygo.php?filename=demo_oper_bitwise5', 'https://www.w3schools.com/go/go_logical_operators.php', 'https://www.w3schools.com/go/go_conditions.php']",[],['Bitwise operators are used on (binary) numbers:'],[],[],[],"['Operator|||Name|||Description|||Example|||Try it&&&&\xa0|||AND|||Sets each bit to 1 if both bits are 1||| x & y|||Try it »&&&||||OR|||Sets each bit to 1 if one of two bits is 1||| x | y |||Try it »&&&\xa0^|||XOR|||Sets each bit to 1 if only one of two bits is 1|||x ^ b|||Try it »&&&<<|||Zero fill left shift|||Shift left by pushing zeros in from the right|||x << 2|||Try it »&&&>>|||Signed right shift|||Shift right by pushing copies of the leftmost bit in from the left, and let the rightmost bits fall off|||x >> 2|||Try it »']",[]
30,['Go Conditions'],['Go Conditions'],[],"['https://www.w3schools.com/go/go_bitwise_operators.php', 'https://www.w3schools.com/go/go_if_statement.php', 'https://www.w3schools.com/go/go_comparison_operators.php', 'https://www.w3schools.com/go/go_logical_operators.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_conditions1', 'https://www.w3schools.com/go/trygo.php?filename=demo_conditions2', 'https://www.w3schools.com/go/trygo.php?filename=demo_conditions3', 'https://www.w3schools.com/go/trygo.php?filename=demo_conditions4', 'https://www.w3schools.com/go/go_bitwise_operators.php', 'https://www.w3schools.com/go/go_if_statement.php']",[],"['A condition can be either true or false.', 'Go supports the usual comparison operators from mathematics:', 'Additionally, Go supports the usual logical operators:', 'Go has the following conditional statements:']","['Conditional statements are used to perform different actions based on different conditions.', 'You can use these operators or their combinations to create conditions for different decisions.']",[],[],['Example|||Try it&&&x > y|||Try it »&&&x != y|||Try it »&&& (x > y) && (y > z) |||Try it »&&&(x == y) || z |||Try it »'],"['Less than <|||Less than or equal <=|||Greater than >|||Greater than or equal >=|||Equal to ==|||Not equal to !=|||Logical AND &&|||Logical OR |||||Logical NOT !|||Use if to specify a block of code to be executed, if a specified condition is true|||Use else to specify a block of code to be executed, if the same condition is false|||Use else if to specify a new condition to test, if the first condition is false|||Use switch to specify many alternative blocks of code to be executed|||']"
31,['Go Conditions'],['Go Conditions'],[],"['https://www.w3schools.com/go/go_bitwise_operators.php', 'https://www.w3schools.com/go/go_if_statement.php', 'https://www.w3schools.com/go/go_comparison_operators.php', 'https://www.w3schools.com/go/go_logical_operators.php', 'https://www.w3schools.com/go/trygo.php?filename=demo_conditions1', 'https://www.w3schools.com/go/trygo.php?filename=demo_conditions2', 'https://www.w3schools.com/go/trygo.php?filename=demo_conditions3', 'https://www.w3schools.com/go/trygo.php?filename=demo_conditions4', 'https://www.w3schools.com/go/go_bitwise_operators.php', 'https://www.w3schools.com/go/go_if_statement.php']",[],"['A condition can be either true or false.', 'Go supports the usual comparison operators from mathematics:', 'Additionally, Go supports the usual logical operators:', 'Go has the following conditional statements:']","['Conditional statements are used to perform different actions based on different conditions.', 'You can use these operators or their combinations to create conditions for different decisions.']",[],[],['Example|||Try it&&&x > y|||Try it »&&&x != y|||Try it »&&& (x > y) && (y > z) |||Try it »&&&(x == y) || z |||Try it »'],"['Less than <|||Less than or equal <=|||Greater than >|||Greater than or equal >=|||Equal to ==|||Not equal to !=|||Logical AND &&|||Logical OR |||||Logical NOT !|||Use if to specify a block of code to be executed, if a specified condition is true|||Use else to specify a block of code to be executed, if the same condition is false|||Use else if to specify a new condition to test, if the first condition is false|||Use switch to specify many alternative blocks of code to be executed|||']"
